Document Name,Content
dgx\sr. secondary history.pdf,"180 HISTORY
MODULE - 2
Medieval India
Notes
 Emergence of Regional States
11.6 GUJARAT
This was a fertile and prosperous province. It had flourishing seaports and was fa-
mous for its handicrafts. Alauddin Khalji was the first Sultan to annex it to Delhi
Sultanate and since then it remained under the Turkish governors of the Sultanate.
After Timur’s invasion, in 1407, Zafar Khan who was then the governor became the
independent ruler and after sometime assumed the title of Muzaffar Shah. Zafar
Khan’s father was a Rajput who had given his sister in marriage to Feroz Shah Tughlaq.
Ahmad Shah (1411–1441), was one of the important rulers of Gujarat. He founded the
city of Ahmadabad and made it his capital in 1413. He built beautiful buildings, like Jama
Masjid and Teen Darwaza and beautified the city with gardens, palaces and bazaars.
Ahmad Shah was influenced by the Jaina architectural traditions of Gujarat. He was an
efficient administrator and consolidated the regional state of Gujarat. He subdued the
Rajput states, Jhalawar, Bundi and Durgapur. He was supposed to be an orthodox
Muslim who imposed jaziya on the Hindus and destroyed several temples. However,
the picture was complex. At the same time, he appointed Hindus to important adminis-
trative positions. Ahmad Shah fought equally fiercely against the Hindu as well as the
Muslim rulers. His main enemy were the Muslim rulers of Malwa. The rivalry between
Gujarat and Malwa was bitter and prevented both the regional states from concentrat-
ing on larger political gains in north Indian politics. He was famous for imparting justice.
He publicly executed his son-in-law who had murdered an innocent. The author of
Mirat-i-Ahmadi has rightly said that the impact of this justice lasted till his reign.
Perhaps the most important ruler of Gujarat was Mahmud Begarha. He was called
Mahmud Begarha as he had captured two powerful forts or garh, Girnar (Junagarh)
in Saurashtra and the fort of Champaner from the Rajputs in south Gujarat. Both
these forts were of strategic importance. The fort of Girnar was in the prosperous
Saurahstra region and also provided a base for operations against Sindh. The Sultan
founded a new town called Mustafabad at the foot of the hill. This town with many
beautiful monuments became the second capital of Gujarat. Similarly, the fort of
Champaner was crucial to control Malwa and Khandesh. Mahmud constructed a
new town called Muhammadabad near Champaner.
According to another version, he was called Begarha as his moustaches resembled the
horns of a cow (begarha). Mahmud is supposed to have had a flowing beard which
reached up to his waist. His moustache was supposed to be so long that he tied it over his
head. According to a foreign traveller, Duarto Barbosa, right from his childhood, Mahmud
was given some poison as his food which made him so poisonous that if a fly settled on his
head, it would meet instant death. Mahmud was also famous for huge appetite. It is said
that for breakfast he ate a cup of honey, a cup of butter and one hundred to hundred and
fifty banananas. In total, he consumed ten to fifteen kilos of food everyday. Mahmud
Begarha ruled for 52 years. He was also a great patron of art and literature. Many
works were translated from Arabic to Persian in his court. His court poet was
Udayaraja, who composed poetry in Sanskrit.
In 1507, Mahmud led an expedition against the Portuguese who had settled on the west-
ern coast and monopolised the trade there, causing immense harm to the Muslim traders.
To break the Portuguese trade monopoly he sought the help of the Sultan of Turkey
but could not get much headway and finally had to give the Portuguese a site for a
factory in Diu. He died in 1511. During the rule of his successors Akbar conquered
and annexed Gujarat in 1572 AD."
dgx\sr. secondary history.pdf,"181
MODULE - 2
Medieval India
Notes
HISTORY
 Emergence of Regional States
INTEXT QUESTIONS 11.3
1. To which areas was Sharqi Sultanate extended?
2. Who is referred as Akbar of Kashmir?
3. Who laid the foundation of the Ilyas Shah dynasty?
4. Ahmed Shah founded which city?
11.7 THE BAHAMANI SULTANATE
In the fourteenth century two powerful kingdoms arose in South India. One was the
Bahamani Sultanate and the second kingdom was the Vijayanagar Empire that ruled
for 300 years. In this section we will discuss the history of Bahamani Sultanate and its
administrative features.
The Deccan region was a part of the provincial administration of the Delhi Sultanate.
In order to establish a stable administration in the Deccan, Mohammad bin Tughlaq
appointed amiran-i-sada/ Sada Amir, who were the administrative heads of hundred
villages. From 1337 the conflict between the officers in Deccan and Delhi sultanate
acclerated. This led to the establishment of an independent state in the Deccan in
1347 with the capital at Gulbarga in Andhra Pradesh. Its founders Haran Kangu
assumed the title Alauddin Hasan Bahman Shah as he traced his descent from the
mythical hero of Iran, Bahman Shah and the kingdom was named after him, the
Bahamani Sultanate. After Mohammad bin Tughlaq there were no attempts by the
Delhi Sultanate to control the Deccan region. Therefore, the Bahamani Sultans with-
out any checks annexed the kingdom. One of the important acquisitions was the
control over Dabhol, an important port on the west coast.
Under Bahman Shah and his son Muhammmad Shah, the administrative system
was well organised. The kingdom was divided into four administrative units called
‘taraf’ or provinces. These provinces were Daultabad, Bidar, Berar and Gulbarga.
Muhammad I defeated the Vijayanagar kingdom and consequently Golconda was
annexed to Bahamani kingdom. Every province was under a tarafdar  who was
also called a subedar . Some land was converted into Khalisa  land from the
jurisdiction of the tarafdar . Khalisa land was that piece of land which was used
to run expenses of the king and the royal household. Further the services and the
salary of every noble was fixed. Those nobles who kept 500 horses were given
1000,000 huns annually. If short of the stipulated troops, the tarafdar  would
have to reimburse the amount to the central government. Nobles used to get their
salary either in cash or in form of grant of land or ‘jagir’ Bahamani ruler de-
pended for military support on his amirs. There were two groups in the ranks of
amirs: One was the Deccanis who were immigrant Muslims and had been stay-
ing for a long time in the Deccan region. The other group was Afaquis or Pardesis
who had recently come from Central Asia, Iran and Iraq and had settled in the"
dgx\sr. secondary history.pdf,"182 HISTORY
MODULE - 2
Medieval India
Notes
 Emergence of Regional States
Deccan region recently. Between both these groups there was always tension to
appropriate better administrative positions. Because of their feuds, the stability
of the Bahamani Sultanate was affected. For the first time in India both these
kingdoms used gunpowder in the warfare. The Bahamanis were already familiar
with the use of firearms. They employed Turkish and Portuguese experts to train
the soldiers in the latest weaponry of warfare.
One of the most important personalities in the Bahamani kingdom was Mahmud Gawan.
Mahmud Gawan’s early life is obscure. He was an Iranian by birth and first reached
Deccan as a trader. He was granted the title of ‘Chief of the Merchants’ or Malik-
ut-Tujjar by the Bahamani ruler, Humayun Shah. The sudden death of Humayun led
to the coronation of his minor son Ahmad III. A regency council was set for the
administration and Mahmud Gawan was its important member. He was made wazir
or the prime minister and was given the title of ‘Khwaju-i-Jahan.’ The history of
Bahmani kingdom after this period is actually the record of the achievements of
Mahmud Gawan. Despite of being an Afaqui he was liberal and wanted a compro-
mise between the Afaquis and the Deccanis. He controlled the kingdom in an effi-
cient manner and provided it stability. Gawan conquered the Vijayanagar territories
up to Kanchi. On the western coast, Goa and Dhabol were conquered. Losing these
important ports was a great loss for Vijayanagar. Bahamani strengthened its trading
relations with Iran and Iraq after gaining control over Goa and Dabhol.
Gawan carried out many internal reforms and attempted to put an end to the strife in
the nobility. In order to curb the military power of the tarafdar, Gawan ordered that
only one fort of each province was to be under the direct control of the provincial
tarafdar. The remaining forts of the province were placed under a Qiladar or com-
mander of the forts. The Qiladar was appointed by the central Government. How-
ever, soon after his death, the governors declared their independence and the Bahamani
kingdom broke up. In the fifteenth and the sixteenth century, some amirs in Bidar,
Ahmadnagar, Golconda and Bijapur and Berar established independent sultanates of
their own and formed new states. These were the Nizam Shahis of Ahmadnagar, the
Adil Shahis of Bijapur, the Qutb Shahis of Golconda, and the Imad Shahis of Berar
and the Barid Shahis of Bidar. They formed a league of states and strengthened them
by matrimonial alliances. They maintained the traditional rivalry with the Vijayanagar
rulers. Golconda and Bijapur entered into matrimonial alliances and led the Battle of
Talikota against Vijayanagar. They finally succumbed to the Mughal armies.
 INTEXT QUESTIONS 11.4
1. Who appointed Sada Amir and for which region?
2. Who was Mahmud Gawan?
11.8 THE VIJAYANAGAR EMPIRE
A Political History
In 1336, Vijayanagar kingdom was established by Harihara and Bukka, who were two
brothers and served in the army of Muhammad-bin-Tughlaq. They broke away from the
Delhi Sultanate and established an independent state in Karnataka and established the"
dgx\sr. secondary history.pdf,"183
MODULE - 2
Medieval India
Notes
HISTORY
 Emergence of Regional States
capital city Vijayanagar on the banks of river Tungabhadra in 1336. Their dynasty was
called the Sangama dynasty. There are several theories with regard to the origin of this
dynasty. According to some scholars, they had been the feudatories of the Kakatiyas of
Warangal and after their fall they served the Kampili state. Another view says that they
were the feudatories of the Hoysalas and belonged to Karnataka. Harihara and Bukka
were helped and inspired by contemporary scholar and a saint Vidyaranya for the establish-
ment of their kingdom. It is believed that to commemorate the memory of their guru, the
brothers established the city of Vidyanagar or Vijayanagara on the banks of river Tungabhadra.
The empire included people from different cultural regions, the Tamil, Telegu and Karnataka
region who all spoke different languages and belonged to different cultures.
Between 1336 and 1565, Vijayanagar was ruled by three different dynasties- Sangama,
who remained in power till 1485; the Saluva who remained in power till 1503 and the
Tuluvas. The last dynasty was the Aravidu dynasty that ruled till seventeenth century.
Foreign travellers like Nicolo Conti, Fernao Nuniz ,Domingo Paes, Duarto Barbosa
and Abdur Razzaq wrote about the magnificence of Vijayanagar.
One of the most important rulers of the Vijayanagar states was Krishnadevaraya, the
founder of the Tuluva dynasty. He was a great commander and an efficient adminis-
trator. He fought a series of war with the independent kingdoms that came on the
ruins of the Bahamani kingdom, maintained law and order and dealt with the Portu-
guese influence in the Deccan. He completely shattered the Adil Shahi forces of
Bijapur first and attacked Gulbarga and set free three Bahamani princes who were
imprisoned there. He helped them in recovering the throne of Gulbarga and Krishna
Deva himself took the title of Yavanarajya sthapanacharya.
Krishnadevaraya built some fine stone temples and added impressive gopurams or gate-
ways to many important South Indian temples. He also founded a suburban township near
Vijayanagara called Nagalapuram after his mother. Some of the most detailed descrip-
tions of Vijayanagar come from his period. The famous temple of Tirupati developed
during his period greatly as the deity there was his titular deity. After Krishna Deva Raya,
his brother Achyuta Deva Raya ascended the throne in 1530 AD, who was also an
important ruler. During his reign the rival groups began to make his appearance. The
struggle for power was mainly between Saluva Vira Narasimha and Aravidu Rama Raya,
in which the later emerged victorious. Although Rama Raya did not assume the throne,
yet he placed Sadasiva Raya on the throne and ruled as the defacto ruler. He removed the
old nobility and replaced it with those loyal to him. Rama Raya tried to balance the Deccan
powers by playing one against the other, such a policy could not continue for a long period.
The Deccan states formed a confederacy and inflicted a crushing blow on the Vijayanagar
armies in the battle of Talikota. Rama Raya was killed. The Deccani armies entered
Vijayanagar and reduced in into ruins. Now the focus shifted to the east where the Aravidu
dynasty ruled from Penukonda and later from Chandragiri (near Tirupati).
Army and Military Organisation Of The Vijayanagar Empire
In order to wage continuous warfare there was a need to keep a large army. Artillery
was important and well bred horses were maintained. The Vijayanagar rulers im-
ported high quality horses from across the Arabian Sea from Arabia and other Gulf
countries. The port of Malabar was the centre of this trade and trade in other luxury
commodities. The Vijayanagar rulers always attempted to control the port of Malabar.
Like the Bahamanis, the Vijayanagar state also was familiar with the use of firearms
and employed Turkish and Portuguese experts to train the soldiers in the latest
weaponry of warfare. One of the rayas, Deva Raya II enrolled Muslims in his armed"
dgx\sr. secondary history.pdf,"184 HISTORY
MODULE - 2
Medieval India
Notes
 Emergence of Regional States
services, allotted them jagirs and erected a mosque for their use in the city. Such
new techniques in warfare now revolutionised the warfare. The walls of the forts to
counter the firearms were now made thick and special kinds of door with fortified
walls front were constructed. On the walls of the forts, special kinds of big holes
were made to rest the guns. Special kinds of parapets were constructed on the forts
to put the canons on it. Firearms were used. Some firearms were small and com-
prised of rifles and pistols. Some like canons were heavy and had to be put on a
bullock cart or on an elephant and pushed into the battlefield.
One of the important characteristics of the Vijayanagar administration was the amara-
nayaka system. In this system, the commander of the Vijayanagar army was called
the nayaka. Each nayaka was given an area for administration. The nayaka was
responsible for expanding agricultural activities in his area. He collected taxes in his
area and with this income maintained his army, horses, elephants and weapons of
warfare that he had to supply to the raya or the Vijayanagar ruler. The nayaka was
also the commander of the forts. Some of the revenue was also used for the mainte-
nance of temples and irrigation works. The amara-nayakas sent tribute to the king
annually and personally appeared in the royal court with gifts to express their loyalty.
In the seventeenth century, several of these nayakas became independent and estab-
lished separate states. The feudal Nayankaras used to maintain their own soldiers,
forces and elephants. They were a powerful section that challenged the Vijayanagar
authority, weakened its Internal structures and contributed to the defeat of the
Vijayangar in the battle of Talikota.
11.8.2 CONFLICT BETWEEN THE VIJAYANAGAR
AND THE BAHAMANIS
There were constant conflicts between the Vijayanagar and the Bahamani king-
doms over the control of Raichur doab which was the land between rivers Krishna
and Tungabhadra. This area was fertile and rich in mineral resources. The famous
diamond mines of Golconda were located in the eastern part of the doab region.
The geography of both the kingdoms was such that expansion was possible only
across Tungabhadra in the Deccan. It appears that the battles between the two
were not conclusive and the status quo  was maintained. Sometimes, Bahamani
had an advantage and sometimes, Vijayanagar had an advantage. For instance, in
1504, the Bahamani managed to reconquer the Raichur doab. However, with the
ascent of Krishna Deva Raya, the Bahamanis lost Raichur, Mudkal, Nalgonda and
other inland towns. An important result of these wars was that both the powers
were so involved amongst themselves that they never realised the increasing power
of the Portuguese on the coast of South India. Besides, continuous warfare ex-
hausted the resources of both the states and weakened them.
The other areas of conflict were the Marathwada region and the deltaic region of
Krishna-Godavari. Both regions had fertile areas and important ports that controlled
trade to the foreign countries. For instance, the fertile area in the Marathwada region
was the Konkan belt that also had the port of Goa which was an important region for
trade and export and import especially import of horses from Iraq and Iran.
Often, the battles between the Vijayanagar and the Bahamani states are perceived as
Hindu-Muslim conflicts. The above reasons show that the struggle was not due to
any religious differences. Territorial and economic motives were the main causes for
the war. Despite hostilities between the two states, there were times when they also
co-operated with each other. Krishnadevaraya, for example, supported some claim-"
dgx\sr. secondary history.pdf,"185
MODULE - 2
Medieval India
Notes
HISTORY
 Emergence of Regional States
ants to power in the Sultanates and took pride in the title “establisher of the Yavana
kingdom”. Similarly, the Sultan of Bijapur intervened to resolve succession disputes in
Vijayanagra following the death of Krishnadevaraya. There were also sharing and
exchange of ideas, especially in the field of art, literature and architecture.
 INTEXT QUESTIONS 11.5
1. Give names of any four foreign travellers who wrote about magnificence of
Vijay nagar empire?
2. Temple of Tirupati was developed during the reign of which king?
3. Where was Amir Nayaka System prevalent?
4. What were the areas of conflict between the Vijaynagar & the Bahamanis?
11.8 REGIONAL STATES IN THE EIGHTEENTH CENTURY
You must have studied about the crisis in the Mughal Empire in the eighteenth century
that finally led to the collapse of the Mughal Empire. As the Mughal authority weak-
ened, the governors of the provinces, subedars, and the big zamindars became pow-
erful and asserted their independence.
The regional states of this period can be divided into three categories:
1. There were some states whose founders were important Mughal nobles and held
high mansabs. Though they became independent, they never broke fromal ties
with the Mughal state. Some of the important states in this category are Awadh,
Bengal and Hyderabad. The founder of the Awadh state was Sa’adat Khan. The
founder of Bengal was Mushid Quli Khan and the founder of Hyderabad state
was Nizam-ul-Mulk Asaf Jah. All three were powerful members of the Mughal
nobility and were the governors of these provinces. As the Mughal Empire weak-
ened, there was a large-scale migration of soldiers and administrators from Delhi
to these new states that promised numerous opportunities.
In these states the position of the previous zamindars changed. For example,
Sa’adat Khan seized a number of Rajput zamindaris and the agriculturally fer-
tile lands of the Afghans at Rohilkhand. Similarly, in an effort to reduce Mughal
influence in Bengal, Mushid Quli Khan transferred all Mughal jagirdars to Orissa
and ordered a major reassessment of the revenues of Bengal. Revenue was
collected in cash with great strictness from all zamindars. As a result, many
zamindars had to borrow money from bankers and moneylenders. Those un-
able to pay were forced to sell their lands to larger zamindars.
Another change in these states was the rise of the bankers and moneylend-
ers or mahajans . The state and the landed class depended on them for
loans. These bankers in turn became powerful and influenced the adminis-
tration. The state auctioned its right to collect taxes to the highest bidders,
who were usually bankers and mahajans . In turn, the bankers promised to"
dgx\sr. secondary history.pdf,"186 HISTORY
MODULE - 2
Medieval India
Notes
 Emergence of Regional States
pay a fixed sum of money to the state. Thus, the state was assured of a fixed
income. This system was called the  ijaradari system and those who bought
the right to collect taxes were known as ijaredars.  The Mughal state had
always discouraged this system. There were chances that those who col-
lected the tax would collect much more than fixed, exploiting the peasants
and would give less to the state thereby causing a loss to the state revenue.
2. The second category of regional states in the eighteenth century was those states
that had already enjoyed a lot of independence during the Mughal rule as watan
jagirs. The Rajput states belonged to this category.
3. The third category of regional states was those that had emerged after rebelling
against the Mughal authority. The Sikhs, the Marathas and the Jats belonged to
this group. For example, the Sikh rebellion against the Mughals led to state-
building in the Punjab.
 INTEXT QUESTIONS 11.6
1. Regional States in 18 th century have been divided into which categories?
WHAT YOU HA VE LEARNT
The rise of regional states from the thirteenth to the eighteenth century is due to
internal weakness of Delhi Sultanate and decline of Mughal Empire. An under-
standing of the nature of these regional powers will help you see the Delhi sul-
tanate and Mughal Empire in a clear perspective. It will be useful if the regional
states of this period are seen in continuation with the regional states from sixth to
the twelfth century also. To understand the regional states, one has to first un-
derstand the concept of regionalism, which has political features, language, reli-
gious affiliations, Art & Culture as developed and evolved over a period of time
as discussed in this lesson. There were a large number of such states but we
have taken only a few as case studies. Jaunpur, Kashmir, Gujarat, Bengal,
Vijayanagr and Bahamani were discussed. It should be remembered that though
these states fought with each other, but they also borrowed ideas in the field of
art, architecture and religion from each other. Their relationship with the central
authority as well as among themselves kept changing from time to time.
TERMINAL EXERCISE
1. Trace the development of regional States from 13th Century to 18th Century in India.
2. How were regional States different from Central Empire?
3. How Bengal was able to assert its independence so easily!?
4. What was unique about Mahmud Begarha and why he is considered an impor-
tant ruler of Gujarat?
5. Describe Amara – nayaka System of administration?
6. The Vijay Nagar & the Bahamanis were neighbours but were not at peace, why
it was so, Discuss?"
dgx\sr. secondary history.pdf,"187
MODULE - 2
Medieval India
Notes
HISTORY
 Emergence of Regional States
ANSWER TO INTEXT QUESTIONS
11.1
1. Language, religions affliations, Interaction through trade & Commerce, Regional
Art Schools
2. Bihar, Bengal, Assam, Central India & Rajasthan
3. Namdev, Raidas, Tukaram, Guru Nanak
11.2
1. In 1338 after the death of Feroz Shah Tuglaq
2. Bihar & Punjab
11.3
1. Aligarh in West, Darbhanga in East, Nepal in North & Bundel Khand in South
2. Zaimil Abidin
3. Haji Ilyas Khan
4. Ahmedabad
11.4
1. Mohamed bin Tughlaq, Deccan
2. Reached Deccan as a trader, granted Malik-ut-Tujjar made Wazir later on
11.5
1. Nicolo Conti, Fernao Nuniz, Domingo Paes, Duareto Barbosa & Abdur Razzaq.
2. Krishna Deva Raya
3. Vijay Nagar administration.
4. Control of Raichur doab; Marathwada region deltaic region of Krishna-Godavari
11.6
1. Founded by Mughal nobles; Watan Jagirs; Rebelled from Mughal authority.
HINTS TO TERMINAL QUESTIONS
1. Refer 11.2
2. Refer 11.1 last two paras
3. Refer 11.5
4. Refer 11.6
5. Refer 11.8.1
6. Refer 11.8.2"
dgx\sr. secondary history.pdf,"188 HISTORY
MODULE - 2
Medieval India
Notes
 Emergence of Regional States
GLOSSARY
Silsilah – Different orders of Sufis 
Zamindars – Owner of private land having hereditary rights
Sultanu – Sharq – Master of the East 
Jaziya – A kind of tax, other than land tax on non-muslims for
not rendering Military service 
Khalisa – Land controlled directly by the king & not assigned to
any Zamindar or officer 
Tarafdar – Head of a province
Jagir – A piece of land assigned to a government officer by the
State 
Amir – Commander, the third highest official grade in Delhi
Sultanate
1"
dgx\sr. secondary history.pdf,"HISTORY 189
MODULE - 2
Medieval India
ADMINISTRATIVE SYSTEM AND
INSTITUTIONS
12
Notes
With the establishment of the Delhi sultanate a new ruling class emerged in India.
This new class introduced a new administrative system. Some new institutions were
also introduced. After the coming of the Mughals some of these underwent changes
and a few new ones got introduced. A few of the administrative institution had their
roots in Arab and Central Asia from where the new ruling group came. While some
others were of Indian origin. A significant feature of these was that many of these got
transformed and in due course of time developed as suitable to Indian context.
The new administrative system and institutions contributed in the consolidation of the
Sultanate and Mughal empire. It would not be possible for us to discuss all aspects of
administration over a period of 500 years in a small lesson. However we will try to
provide the basic features, continuity and changes in the administrative structure and
some important institutions.
The ruling class kept changing during this period. These institutions were used by various
rulers for other purposes also. The rulers from time to time included people from various
social classes in the administrative apparatus in order to have social harmony. It was
natural on the part of these social classes to stake a claim in the system of governance
and various rulers readily accommodated them in this system. In this sense these institu-
tions also emerged as a tool to contain any kind of social conflict in the society, though
there were various other measures also that were used by the rulers for this purpose.
OBJECTIVES
After studying this lesson you will be able to:
 know about the nature and composition of Sultanate and Mughal ruling class;
 understand the administrative structure of the Delhi Sultanate;
 recall the main administrative departments of the Sultanate period;
 describe the provincial and local administration under the Sultans;
 discuss the main features of the iqta system;
 analyse the market control policy of Alauddin Khalji;
 know about the central and provincial administration of the Mughals;
 discuss main features of jagir system;
 trace the evolution of Mansabdari system and
 understand administrative structure under the Marathas."
dgx\sr. secondary history.pdf,"190 HISTORY
MODULE - 2
Medieval India
Notes
 Administrative System and Institutions
12.1 EVOLUTION OF THE ADMINISTRATIVE STRUCTURE
UNDER DELHI SULTANATE
When Qutubuddin Aibak established himself as an independent Sultan at Lahore, the
available administrative apparatus was continued in the initial phase. The prevailing
structure was not altered or disturbed and as long, as the local rulers recognised the
supremacy of the Sultan in Delhi, they were allowed to collect taxes and send it to the
central treasury as tribute. The central officials in these areas were mainly to help
the local rulers in their administrative tasks. With the expansion and consolidation of the
Delhi Sultanate, new administrative institutions also started emerging. The administra-
tive structures and institutions introduced in India were influenced by the Mongols,
Seljukids etc, brought by the new rulers. The existing administrative institutions in dif-
ferent parts of the country also contributed in giving shape to the new system.
The Sultans were aware of the fact that they had to rule over a subject population
that was largely non-Islamic. Thus the Sultans of Delhi had to introduce particular mea-
sures to suit the prevailing conditions in the Sultanate. From the administrative point of
view, the local level administration, it seems, was left mainly in the hands of village head-
men etc. The large extent of the Sultanate necessitated the evolution of administrative
structure separately for the centre and provinces. Thus, during the Sultanate period, ad-
ministrative institutions emerged at different levels - central, provincial and local.
Let us now examine various components of the administrative system in detail.
12.2 ADMINISTRATIVE SYSTEM
During the Sultanate period the administrative apparatus was headed by the Sultan
who was helped by various nobles. There were various other offices along with the
office of the Sultan. Theoretically, there was a council of Ministers Majlis-i-Khalwat
to assist the Sultan.
(i) The Sultan
The Sultan was the central figure in the administrative set up. He was the head of the
civil administration and Supreme Commander of the army. He made all the appoint-
ments and promotions. He also had the right to remove anybody from the service. He
had absolute power in his hand. He was also the head of the Judiciary. He used to
confer titles and honours upon people. Theoretically the Sultan had an exalted position but
in actual practice different Sultans enjoyed varying power. The position of the Sultan was
always under pressure from the powerful group of nobility and Ulema. Sultans of Delhi,
particularly the powerful Sultans, adopted various strategies to keep these groups under
control. Balban kept the nobles firmly under his control. Thus the personality of the Sultan
played a significant role in the administrative structure of the Sultanate. Under the capable
and strong Sultans, the administration and the administrative structure functioned well but
under the inefficient and weak ruler the same was under pressure.
(ii) Nobility
The nobles were the most important functionaries of the state and enjoyed high social
status. In the initial stage they were those commanders who came with the victorious
army. Over a period of time their descendants formed the main strength and some Indian
groups also emerged. The position and power of the nobility varied from time to time as
has been mentioned above. Nobles, particularly those who were based at Delhi, emerged
as a very powerful group and at times even played a role in the selection of the sultan."
dgx\sr. secondary history.pdf,"191
MODULE - 2
Medieval India
Notes
HISTORY
 Administrative System and Institutions
The nobility was not a homogeneous class. There were different groups within the nobility
and often there were inter group clashes and rivalries. The clash between Turkish and
Tajik nobles started during the time of Iltutmish and became intense after his death.
The group of chahalgan (group of 40 nobles), which was created by Iltutmish, also
emerged very powerful.
Balban was the first Sultan to bring the nobility firmly under his control (interestingly,
he had been a part of chalalgan earlier). Qutubuddin Aibak and Iltutmish had consid-
ered the nobles at par with themselves. Balban maintained distance from the nobility
and enforced strict code of conduct for himself and for the nobility. No loose talk or
laughter was allowed in the court. He also emphasized on high blood and made it a
criteria for occupying high positions and offices.
With the expansion of the Delhi Sultanate there were also attempts on the part of
different sections of the society to join the nobility. Initially it was the preserve of the
Turks only. During the rule of the Khalji and Tughlags the doors of the nobility were
opened to people of diverse backgrounds. The low caste people, both Hindus and
Muslims, joined the nobility and could rise to high positions especially under Muhammad
Bin Tughlaq. During the Lodi period the Afghan concept of equality became impor-
tant when the Sultan was considered “first among equals”. Thus the nobles enjoyed
equal status with the Sultan. Some of the Lodi Sultans like Sikandar Lodi and Ibrahim
Lodi found this uncomfortable and tried to bring the nobles under their control. The
nobles resisted this which resulted in the trouble for both the Sultans.
 (iii) Ulema
The religious intellectual group of Muslims was collectively referred as Ulema. People
of this group managed religious matters and interpreted religious regulations for Sul-
tan. They were also incharge of judicial matters and worked as Qazis at various
levels. It was quite influential group and commanded respect of Sultan and nobility.
They also had influence among Muslim masses. This group used to pressurize the
sultan to run the Sultanate as per the religious laws of Islam. The Sultan and nobles
generally tried to run the administrative affairs as per the need of state rather than
religious laws. Sultan like Alauddin Khalji could ignore the opinions of Ulema on a
number of issues but some followed their line.
INTEXT QUESTIONS 12.1
1. What was Chalalgan and who created it .
2. Who was the first Sultan to bring the nobility firmly under the control of the
Sultan for the first time?
3. What was the position of the Sultan vis-à-vis the nobility according to the Afghan
concept of sovereignty?
4. Who were Ulema ?"
dgx\sr. secondary history.pdf,"192 HISTORY
MODULE - 2
Medieval India
Notes
 Administrative System and Institutions
12.3 CENTRAL ADMINISTRATION
As already mentioned the administrative system was headed by the Sultan. There
were a number of departments which were assigned different responsibilities. These
departments were managed by influential nobles. We will provide a brief account of a
few departments.
(i) Wizarat
After Sultan, the most important office was the Diwan-i-Wizarat, headed by the
wazir. It was a key position in the royal court and his role was of a general supervisor
over all departments, though he was one of the four important departmental heads.
He was the chief advisor to the Sultan. The main functions of the wazir were to look
after the financial organization of the State, give advice to the Sultan, and on occa-
sions to lead military expeditions at Sultan’s behest. He also supervised the payment
to the army. The wizarat or the office of wazir also kept a check on land revenue
collections, maintained a record of all the income and expenditure incurred by the
state and thus controlled or recorded the salaries of all royal servants, handled the
charitable donations such as Waqfs, Inams etc. Further, the Mints, the intelligence
departments, the royal buildings and other bodies affiliated to the royal court were
supervised by the wizarat. The wazir had direct access to the Sultan and it was on his
wisdom, sincerity and loyalty that the position of the Sultan depended greatly.
There were several other departments which worked under the wizarat. They were
entrusted with specific functions. These included Mustaufi-i-Mumalik (Auditor Gen-
eral), Mushrif-i-Mumalik (Accountant General), Majmuadar (Keeper of loans and
balances from treasury). Later some other offices were brought under the supervi-
sion of the Wizarat like Diwan-i -Waqoof (to supervise expenditure), Diwan-i-
Mustakharaj (to look into the arrears of revenue payments), Diwan-i-Amir Kohi (to
bring uncultivated land into cultivation through state support).
(ii) Diwan-i-Arz
This department was set up to look after the military organization of the empire. It was
headed by Ariz-i-Mumalik. He was responsible for the administration of military af-
fairs. He maintained royal contingent, recruited the soldiers, ensured the discipline and
fitness of the army, inspected the troops maintained by the Iqta-holders, examined the
horses and branded them with the royal insignia. During times of war, the ariz arranged
military provisions, transportation and administered the army at war, provided constant
supplies and was the custodian of the war booty. Alauddin Khalji introduced the system
of Dagh (branding) and huliya (description) and cash payment to the soldiers in order
to strengthen his control over the army. The contingent stationed at Delhi was called
hasham-i-qalb and Provincial contingents were called hasham-i-atraf.
(iii) Diwan-i-Insha
This department looked after the state correspondence. It was headed by Dabir-i-
Khas. He drafted and despatched royal orders and received reports from various
officers. The Dabir was the formal channel of communication between the centre
and other regions of the empire. He was also a sort of private secretary of the Sultan
and was responsible for writing the farmans.
The Barid-i-Mumalik was the head of the state news gathering and dealt with intel-
ligence. He had to keep information of all that was happening in the Sultanate. At
local level there were barids who used to send regular news concerning the matters"
